,Unnamed: 0,Text,cleaned_text,len
19654,19725,"It is an eclectic, if scattershot, musing on attitudes to life and death.",eclectic scattershot musing attitudes life death ,71
19656,19727,"In a seminal book about Western attitudes to mortality published in 1974, Philippe Ariès, a French historian, argued that before the 18th century death was rarely resisted.",seminal book western attitudes mortality published philippe ari french historian argued th century death rarely resisted ,162
19657,19728,Life expectancy at birth hovered at around 30.,life expectancy birth hovered around ,43
19658,19729,"Since Christianity taught that time on Earth was preparation for the afterlife, and that God decided death’s moment, you might as well do good works in the meantime.Thanks to the wonders of science and economic growth, life expectancy in rich countries is now more than 80.",since christianity taught time earth preparation afterlife god decided death moment might well good works meantime thanks wonders science economic growth life expectancy rich countries ,267
19659,19730,Death is generally less capricious and sudden.,death generally less capricious sudden ,46
19660,19731,Concomitantly humans are far less likely to see themselves as helpless against the grim reaper.,concomitantly humans far less likely see helpless grim reaper ,95
19661,19732,Doctors have ousted priests as the anointed experts in mortality.,doctors ousted priests anointed experts mortality ,65
19662,19733,"Spin classes have replaced the sacraments.For Ms Ehrenreich, the notion that humans can master their bodies is flawed and dangerous.",spin classes replaced sacraments ms ehrenreich notion humans master bodies flawed dangerous ,131
19663,19734,Disease will strike everyone eventually.,disease strike everyone eventually ,40
19666,19737,Instead it is a battleground.,instead battleground ,29
19670,19741,"“Many people will find this perspective disappointing, even defeatist,” she concedes.She does go too far.",many people find perspective disappointing even defeatist concedes go far ,102
19672,19743,"Other tenets of preventative medicine, such as vaccines, sanitation and anti-smoking initiatives, save many more.",tenets preventative medicine vaccines sanitation anti smoking initiatives save many ,110
19674,19745,It may be easy for a well-heeled American to feel over-medicalised; less so a single mother without insurance.Nevertheless there is a profound message buried in this survey.,may easy well heeled american feel medicalised less single mother without insurance nevertheless profound message buried survey ,172
19675,19746,It is that real choice in health care must involve the freedom to refuse it.,real choice health care must involve freedom refuse ,76
19683,19754,"Then, they fed those animals raw or dry-roasted peanuts.",fed animals raw dry roasted peanuts ,55
19694,19765,"If this finding holds up it could mean that, though those who develop peanut allergy may never enjoy the things in the way that the rest of humanity does, at least effects of peanuts on them will be peanuts.",finding holds could mean though develop peanut allergy may never enjoy things way rest humanity least effects peanuts peanuts ,205
19696,19767,"Fate, says Morpheus, is not without a sense of irony.",fate says morpheus without sense irony ,51
19697,19768,"Medical science is striving to achieve a similarly ironic twist of fate, so that humanity can benefit from the organisms that once enslaved them.A few hundred years ago, smallpox killed as many people as cancer or heart disease do today.",medical science striving achieve similarly ironic twist fate humanity benefit organisms enslaved hundred years ago smallpox killed many people cancer heart disease today ,235
19709,19780,The practice was then enthusiastically taken up around the world and the word “vaccination” was derived from the Latin word for “cow”.,practice enthusiastically taken around world word vaccination derived latin word cow ,130
19713,19784,"Geoffrey Smith of Imperial College London, suggests it may even have come from horses, since milkmaids were also likely to come into contact with those animals.",geoffrey smith imperial college london suggests may even come horses since milkmaids also likely come contact animals ,158
19733,19804,It has also been around a lot longer than the plague.,also around lot longer plague ,53
19736,19807,An historical agent of death is already saving the lives of a few today.,historical agent death already saving lives today ,72
19737,19808,Maybe one day it will also be the saviour of many.,maybe one day also saviour many ,50
19744,19815,"Could all of them be identified, too, and sentry posts set up that would provide news of their incursions?Before covid-19 such ideas seemed both expensive and outlandish.",could identified sentry posts set would provide news incursions covid ideas seemed expensive outlandish ,165
19750,19821,"Seeing what antibodies someone’s blood contains can show, for instance, whether they had measles as a child, which flu virus laid them low last winter or which cold virus they sniffed their way through with mild irritation three weeks ago.",seeing antibodies someone blood contains show instance whether measles child flu virus laid low last winter cold virus sniffed way mild irritation three weeks ago ,236
